label,n,d,T,j,est,true,bias,q0,q1,bstd,covered,singleW,time
time_independence,100,3,10,0,0.003279768543158602,0.06479648110442306,-0.06151671256126445,-0.06319778419801725,0.10532785771318888,0.04452103346709768,True,False,50075.327996730804
time_independence,100,3,10,0,0.017549958707100976,0.06479648110442306,-0.04724652239732208,-0.04410578043378406,0.07471456711871947,0.03724201679378217,True,False,50075.327996730804
time_independence,100,3,10,0,0.030506949781797278,0.06479648110442306,-0.03428953132262578,-0.09628224850314512,0.1465595207920481,0.0638497545396253,True,False,50075.327996730804
time_independence,100,3,10,0,0.001987884340587751,0.06479648110442306,-0.06280859676383531,-0.0654280345008401,0.04791086984185128,0.031292049604468526,False,False,50075.327996730804
time_independence,100,3,10,0,-0.010293400285090628,0.06479648110442306,-0.07508988138951368,-0.10047806032938278,0.07445315310921478,0.04554566336259305,True,False,50075.327996730804
time_independence,100,3,10,0,0.05325626751368565,0.06479648110442306,-0.011540213590737404,-0.10330625614394566,0.21162590860395641,0.08308280901022973,True,False,50075.327996730804
time_independence,100,3,10,0,0.0020163284855732213,0.06479648110442306,-0.06278015261884984,-0.041118262655959546,0.05474413471196434,0.02237858290709373,False,False,50075.327996730804
time_independence,100,3,10,0,0.0017228169049789026,0.06479648110442306,-0.06307366419944416,-0.06528218324666751,0.0846262983442006,0.032446958509501196,True,False,50075.327996730804
time_independence,100,3,10,0,0.003674102350980189,0.06479648110442306,-0.06112237875344287,-0.07216303824011516,0.04344576337932727,0.026825123334865517,False,False,50075.327996730804
time_independence,100,3,10,0,0.09893185166699257,0.06479648110442306,0.03413537056256952,-0.0016444114611211362,0.25203512795031346,0.07305457715744446,True,False,50075.327996730804
time_independence,100,3,10,0,0.05968011446346393,0.06479648110442306,-0.005116366640959123,-0.025396186553467467,0.16107635812545015,0.05073155859266957,True,False,50075.327996730804
time_independence,100,3,10,0,-0.022517610284653263,0.06479648110442306,-0.08731409138907632,-0.12091677430078991,0.04547723383800777,0.0397107271726737,False,False,50075.327996730804
time_independence,100,3,10,0,0.015957908257340753,0.06479648110442306,-0.048838572847082304,-0.035059138333925266,0.07214032977206732,0.0303194069679697,True,False,50075.327996730804
time_independence,100,3,10,0,-0.0423855260284155,0.06479648110442306,-0.10718200713283856,-0.15470857122637194,0.04213487737210808,0.04926454351673944,False,False,50075.327996730804
time_independence,100,3,10,0,0.0007097853268430829,0.06479648110442306,-0.06408669577757997,-0.05477994853168029,0.049241635773568,0.02823463430622737,False,False,50075.327996730804
time_independence,100,3,10,0,-0.014702656536832897,0.06479648110442306,-0.07949913764125595,-0.0804980587599855,0.0858013546636895,0.03843513540815463,True,False,50075.327996730804
time_independence,100,3,10,0,-0.0006183900501130317,0.06479648110442306,-0.06541487115453609,-0.052211944293561574,0.06457069388952022,0.02742555976744369,False,False,50075.327996730804
time_independence,100,3,10,0,0.009547513446427677,0.06479648110442306,-0.055248967657995376,-0.08119195454120014,0.08404503339850064,0.03842565927180001,True,False,50075.327996730804
time_independence,100,3,10,0,0.012828821243289717,0.06479648110442306,-0.05196765986113334,-0.06730043519299585,0.11687008032175586,0.04127569401243188,True,False,50075.327996730804
time_independence,100,3,10,0,0.0018684931557710889,0.06479648110442306,-0.06292798794865197,-0.04312630764245609,0.04656919893737005,0.0217873404875062,False,False,50075.327996730804
time_independence,100,3,10,0,-0.019770956275172523,0.06479648110442306,-0.08456743737959557,-0.14254614581693775,0.029174285584396796,0.04627077519080949,False,False,50075.327996730804
time_independence,100,3,10,0,0.0008636542771605525,0.06479648110442306,-0.0639328268272625,-0.052148629478431144,0.048926498834688394,0.02557889479819517,False,False,50075.327996730804
time_independence,100,3,10,0,0.020695104046173588,0.06479648110442306,-0.04410137705824947,-0.032805918327364965,0.12872796109176282,0.043556566264141394,True,False,50075.327996730804
time_independence,100,3,10,0,-0.0028229506272454048,0.06479648110442306,-0.06761943173166846,-0.09383497545908105,0.028596203508266846,0.03047062873447734,False,False,50075.327996730804
time_independence,100,3,10,0,0.09212047297820682,0.06479648110442306,0.02732399187378376,-0.05271509414085401,0.2867703511962478,0.08665171776193539,True,False,50075.327996730804
time_independence,100,3,10,0,-0.004367786377633722,0.06479648110442306,-0.06916426748205678,-0.07394854419100091,0.0422396686677035,0.028950593199486882,False,False,50075.327996730804
time_independence,100,3,10,0,-0.011631713779023984,0.06479648110442306,-0.07642819488344704,-0.08812037967354314,0.05301747569669456,0.03806327079864509,False,False,50075.327996730804
time_independence,100,3,10,0,0.004006187753705867,0.06479648110442306,-0.06079029335071719,-0.0420901052085164,0.07506904611086035,0.03494229598847367,True,False,50075.327996730804
time_independence,100,3,10,0,0.0010429352546097738,0.06479648110442306,-0.06375354584981328,-0.04740191603406914,0.062283456159365196,0.02654347733108869,False,False,50075.327996730804
time_independence,100,3,10,0,0.014788561359249282,0.06479648110442306,-0.050007919745173775,-0.05581013254011109,0.09997009287315099,0.0373870037712504,True,False,50075.327996730804
time_independence,100,3,10,0,-0.012884575296877141,0.06479648110442306,-0.0776810564013002,-0.09819924369310008,0.045319839475641055,0.03454197685969932,False,False,50075.327996730804
time_independence,100,3,10,0,0.029654506973625067,0.06479648110442306,-0.03514197413079799,-0.06582968260045093,0.15010697074786944,0.05284275535073668,True,False,50075.327996730804
time_independence,100,3,10,0,0.0513810938900787,0.06479648110442306,-0.013415387214344356,-0.0331840309885192,0.18972224317582892,0.06111751548069563,True,False,50075.327996730804
time_independence,100,3,10,0,-0.00047695217020485536,0.06479648110442306,-0.06527343327462791,-0.047968965761846186,0.05786013991725404,0.025583275554047356,False,False,50075.327996730804
time_independence,100,3,10,0,-0.03904318146648186,0.06479648110442306,-0.10383966257090492,-0.1326428958154786,0.04153916208418086,0.04346752829056999,False,False,50075.327996730804
time_independence,100,3,10,0,-0.015283266989940114,0.06479648110442306,-0.08007974809436318,-0.08655516174009367,0.04145585844425505,0.03320312834435976,False,False,50075.327996730804
time_independence,100,3,10,0,-0.013064282802043171,0.06479648110442306,-0.07786076390646623,-0.11108568930170269,0.11990596814630484,0.054344859844670045,True,False,50075.327996730804
time_independence,100,3,10,0,-0.004762521308917481,0.06479648110442306,-0.06955900241334054,-0.06181724197487725,0.041944871908159716,0.026068231881269402,False,False,50075.327996730804
time_independence,100,3,10,0,-0.002593385245180278,0.06479648110442306,-0.06738986634960334,-0.05861125366192521,0.07312289126098206,0.028541046072425406,True,False,50075.327996730804
time_independence,100,3,10,0,-0.03526585402970927,0.06479648110442306,-0.10006233513413232,-0.2517580909535698,0.0342533561613916,0.08414110787487207,False,False,50075.327996730804
time_independence,100,3,10,0,-0.0654483486426822,0.06479648110442306,-0.13024482974710527,-0.20669809866014172,0.04569110357307779,0.06381066877748598,False,False,50075.327996730804
time_independence,100,3,10,0,0.03723796492334457,0.06479648110442306,-0.027558516181078484,-0.041004619459115814,0.158391591191316,0.04936243712778298,True,False,50075.327996730804
time_independence,100,3,10,0,-0.004993724446796528,0.06479648110442306,-0.06979020555121959,-0.053737926688024996,0.06815633326773822,0.02842422506470056,True,False,50075.327996730804
time_independence,100,3,10,0,0.0001775061226955259,0.06479648110442306,-0.06461897498172753,-0.05694727799052001,0.06919811354480086,0.03187546871516177,True,False,50075.327996730804
time_independence,100,3,10,0,0.06247157079608132,0.06479648110442306,-0.0023249103083417336,-0.019909668869570726,0.24528717311878515,0.07144689848490794,True,False,50075.327996730804
time_independence,100,3,10,0,0.002004875941634678,0.06479648110442306,-0.06279160516278838,-0.07976646703974609,0.11551017661259089,0.04180186880088172,True,False,50075.327996730804
time_independence,100,3,10,0,0.011806556045360421,0.06479648110442306,-0.05298992505906264,-0.07578660818333068,0.09175536450152647,0.035719157199197625,True,False,50075.327996730804
time_independence,100,3,10,0,0.0031969805661433565,0.06479648110442306,-0.0615995005382797,-0.11331886796546103,0.10654084918801257,0.04905186233530857,True,False,50075.327996730804
time_independence,100,3,10,0,-0.06658804207503621,0.06479648110442306,-0.13138452317945926,-0.2883349806234766,0.05719498426869077,0.07945146909374523,False,False,50075.327996730804
time_independence,100,3,10,0,0.0162754811613787,0.06479648110442306,-0.04852099994304436,-0.046966093838316035,0.09696960007247549,0.03364842129861856,True,False,50075.327996730804
time_independence,100,3,10,0,-0.002174933565018821,0.06479648110442306,-0.06697141466944188,-0.0463648335676183,0.041660577143966426,0.02363138766589182,False,False,50075.327996730804
time_independence,100,3,10,0,0.029861999167170396,0.06479648110442306,-0.03493448193725266,-0.025828562978372292,0.12643101155973321,0.040713728272331946,True,False,50075.327996730804
time_independence,100,3,10,0,0.10138611869457809,0.06479648110442306,0.03658963759015503,-0.017895231804133088,0.287795163668248,0.07839793369841941,True,False,50075.327996730804
time_independence,100,3,10,0,0.1576781439904958,0.06479648110442306,0.09288166288607273,-0.025098978388732245,0.37038467580892515,0.102660132541515,True,False,50075.327996730804
time_independence,100,3,10,0,0.004729644875736503,0.06479648110442306,-0.060066836228686554,-0.11395802151393271,0.08695479370673609,0.051151095892136504,True,False,50075.327996730804
time_independence,100,3,10,0,-0.0005106339718626032,0.06479648110442306,-0.06530711507628566,-0.0733108068276476,0.05935490581922549,0.033219364229259786,False,False,50075.327996730804
time_independence,100,3,10,0,0.05180473640769198,0.06479648110442306,-0.012991744696731075,-0.04701799349116408,0.1805277492020291,0.06180405689336556,True,False,50075.327996730804
time_independence,100,3,10,0,0.013997137237691299,0.06479648110442306,-0.05079934386673176,-0.05821332711144629,0.1451470605149206,0.05539923463091135,True,False,50075.327996730804
time_independence,100,3,10,0,0.019282968296193772,0.06479648110442306,-0.04551351280822928,-0.07472505415929677,0.1544401923797055,0.05317648044178929,True,False,50075.327996730804
time_independence,100,3,10,0,0.028339384411376563,0.06479648110442306,-0.03645709669304649,-0.032433523254712104,0.18959173545975616,0.050351202187735415,True,False,50075.327996730804
time_independence,100,3,10,0,0.13596913106602215,0.06479648110442306,0.0711726499615991,-0.029791906921645014,0.3724988449861369,0.1009902010435384,True,False,50075.327996730804
time_independence,100,3,10,0,0.0963080925386893,0.06479648110442306,0.03151161143426624,-0.021037550704377787,0.25288692723475614,0.07475836613102724,True,False,50075.327996730804
time_independence,100,3,10,0,-0.01028968229410572,0.06479648110442306,-0.07508616339852878,-0.07109690853533025,0.05158185462703055,0.029400744470631034,False,False,50075.327996730804
time_independence,100,3,10,0,-0.004117218408106292,0.06479648110442306,-0.06891369951252935,-0.10715301871422166,0.13198493789976773,0.05604384192276109,True,False,50075.327996730804
time_independence,100,3,10,0,-0.0011331587238078088,0.06479648110442306,-0.06592963982823087,-0.06298485853160135,0.08359412218982479,0.03425208540708799,True,False,50075.327996730804
time_independence,100,3,10,0,0.04068218066555758,0.06479648110442306,-0.024114300438865477,-0.028788459036645543,0.17704173553089522,0.05543575337667831,True,False,50075.327996730804
time_independence,100,3,10,0,0.005535370653883137,0.06479648110442306,-0.05926111045053992,-0.07010601716595821,0.08684679929978094,0.03916068608252192,True,False,50075.327996730804
time_independence,100,3,10,0,-0.012334406336776006,0.06479648110442306,-0.07713088744119906,-0.12011818696405613,0.1020823743798796,0.056405183586114786,True,False,50075.327996730804
time_independence,100,3,10,0,0.0126839498728637,0.06479648110442306,-0.05211253123155936,-0.08001596257197764,0.1107248649946061,0.052407262976753625,True,False,50075.327996730804
time_independence,100,3,10,0,-0.014528261525213342,0.06479648110442306,-0.0793247426296364,-0.08691427842494762,0.07203639322363638,0.04771665172985957,True,False,50075.327996730804
time_independence,100,3,10,0,-0.005823080070036841,0.06479648110442306,-0.0706195611744599,-0.07092664868806053,0.058492736774982526,0.03013316467459931,False,False,50075.327996730804
time_independence,100,3,10,0,-0.00683372370465513,0.06479648110442306,-0.07163020480907818,-0.11404475962542568,0.10088123978668687,0.048870286161170715,True,False,50075.327996730804
time_independence,100,3,10,0,-0.05720557961349191,0.06479648110442306,-0.12200206071791497,-0.17213855002038486,0.023006771712610802,0.04985031757541033,False,False,50075.327996730804
time_independence,100,3,10,0,0.008582924024736793,0.06479648110442306,-0.05621355707968626,-0.06527074110540071,0.10263983465655893,0.03948394092417472,True,False,50075.327996730804
time_independence,100,3,10,0,0.003981702006557783,0.06479648110442306,-0.06081477909786527,-0.01864609019264589,0.09013458834633394,0.029193952423179338,True,False,50075.327996730804
time_independence,100,3,10,0,-0.003181051835478482,0.06479648110442306,-0.06797753293990154,-0.0845223790193119,0.09723101232305167,0.04351066221276666,True,False,50075.327996730804
